Username,Date,Sentiment Score,Day of Week,Hour,Month,Year,MonthYear
resembleai,2023-04-19,0.25143218,2,21,4,2023,4/2023
devaanparbhoo,2023-04-19,-0.35805738,2,21,4,2023,4/2023
timreha,2023-04-19,0.8209661,2,21,4,2023,4/2023
VirtReview,2023-04-19,0.907774,2,21,4,2023,4/2023
FrozeElle,2023-04-19,0.8798739,2,21,4,2023,4/2023
rmlopez13,2023-04-19,0.85817146,2,21,4,2023,4/2023
annebonnerdata,2023-04-19,0.8601544,2,21,4,2023,4/2023
MarcoVespa,2023-04-19,0.90637636,2,21,4,2023,4/2023
hepkitten,2023-04-19,0.6727909,2,21,4,2023,4/2023
VentureBeat,2023-04-19,0.85712874,2,21,4,2023,4/2023
MaribelLopez,2023-04-19,0.7874023,2,21,4,2023,4/2023
podlablk,2023-04-19,0.84065104,2,21,4,2023,4/2023
diffusionbot,2023-04-19,0.835166,2,21,4,2023,4/2023
genztutz,2023-04-19,0.91433537,2,21,4,2023,4/2023
AlexisGoncalves,2023-04-19,0.6066865,2,21,4,2023,4/2023
AIStartupNames,2023-04-19,0.45368922,2,21,4,2023,4/2023
chatgptcrafters,2023-04-19,0.6309402,2,21,4,2023,4/2023
ddskier,2023-04-19,0.774649,2,21,4,2023,4/2023
TomLikesRobots,2023-04-19,-0.25602764,2,21,4,2023,4/2023
unrealpixels,2023-04-19,0.70593405,2,21,4,2023,4/2023
goJedaAi,2023-04-19,0.73346925,2,21,4,2023,4/2023
HakomTimeSeries,2023-04-19,0.56373644,2,21,4,2023,4/2023
joshhuang,2023-04-19,0.82843995,2,21,4,2023,4/2023
liwaiwaicom,2023-04-19,0.90140736,2,20,4,2023,4/2023
robhof,2023-04-19,0.81192744,2,20,4,2023,4/2023
DarshanaN,2023-04-19,0.8236015,2,20,4,2023,4/2023
DarshanaN,2023-04-19,0.61784613,2,20,4,2023,4/2023
dogdoor,2023-04-19,0.7354939,2,20,4,2023,4/2023
per_arneng,2023-04-19,-0.278256,2,20,4,2023,4/2023
lawdroid,2023-04-19,0.44094026,2,20,4,2023,4/2023
wyzborrero,2023-04-19,0.88204026,2,20,4,2023,4/2023
YasirBucha,2023-04-19,0.95450723,2,20,4,2023,4/2023
DarshanaN,2023-04-19,0.47557473,2,20,4,2023,4/2023
aiwizard_ai,2023-04-19,0.16530597,2,20,4,2023,4/2023
wyzborrero,2023-04-19,0.9265343,2,20,4,2023,4/2023
Sid_Healthcare,2023-04-19,0.7506591,2,20,4,2023,4/2023
aneesmerchant,2023-04-19,-0.5125598,2,20,4,2023,4/2023
TomLikesRobots,2023-04-19,0.006967187,2,20,4,2023,4/2023
AArtshow,2023-04-19,0.8090441,2,20,4,2023,4/2023
Matt_pwc,2023-04-19,0.839597,2,20,4,2023,4/2023
bcgx_,2023-04-19,0.8866782,2,20,4,2023,4/2023
devopsdotcom,2023-04-19,0.80234003,2,20,4,2023,4/2023
annebonnerdata,2023-04-19,-0.3989041,2,20,4,2023,4/2023
ParisFinForum,2023-04-19,0.2946868,2,20,4,2023,4/2023
stephatkins,2023-04-19,-0.16387874,2,20,4,2023,4/2023
MaribelLopez,2023-04-19,0.5926578,2,20,4,2023,4/2023
VentureBeat,2023-04-19,-0.45841902,2,20,4,2023,4/2023
XenoMuseum,2023-04-19,0.8936014,2,20,4,2023,4/2023
CraftDomain,2023-04-19,0.943823,2,20,4,2023,4/2023
andresfelipegil,2023-04-19,0.7967371,2,20,4,2023,4/2023
HakomTimeSeries,2023-04-19,-0.4463085,2,20,4,2023,4/2023
telecomcouncil,2023-04-19,0.35524476,2,20,4,2023,4/2023
Jason_Acevedo,2023-04-19,0.7344786,2,20,4,2023,4/2023
RAlexJimenez,2023-04-19,0.26178575,2,20,4,2023,4/2023
robersv,2023-04-19,0.47636104,2,20,4,2023,4/2023
ACon_News,2023-04-19,-0.0819962,2,20,4,2023,4/2023
gemstooneii,2023-04-19,0.57936263,2,19,4,2023,4/2023
Experiential_AI,2023-04-19,0.5226654,2,19,4,2023,4/2023
sinequa,2023-04-19,0.40815866,2,19,4,2023,4/2023
RaviPereraSL,2023-04-19,0.8943579,2,19,4,2023,4/2023
agiheretic,2023-04-19,0.9592358,2,19,4,2023,4/2023
birch_ai,2023-04-19,0.5469401,2,19,4,2023,4/2023
VFInsights,2023-04-19,0.7107985,2,19,4,2023,4/2023
grassycarl,2023-04-19,0.8620378,2,19,4,2023,4/2023
KirkDBorne,2023-04-19,-0.11027002,2,19,4,2023,4/2023
RetailInstant,2023-04-19,0.9942864,2,19,4,2023,4/2023
trishuhl,2023-04-19,0.77923214,2,19,4,2023,4/2023
HakomTimeSeries,2023-04-19,0.84604406,2,19,4,2023,4/2023
musicaiofficial,2023-04-19,0.9592109,2,19,4,2023,4/2023
aiwizard_ai,2023-04-19,0.7620455,2,19,4,2023,4/2023
Botulusbotulus,2023-04-19,0.68920374,2,19,4,2023,4/2023
franklingraves,2023-04-19,0.8242091,2,19,4,2023,4/2023
shamitb,2023-04-19,0.5161165,2,19,4,2023,4/2023
jgabyjah,2023-04-19,0.97161925,2,19,4,2023,4/2023
aneesmerchant,2023-04-19,0.46239233,2,19,4,2023,4/2023
enqbator,2023-04-19,0.8561348,2,19,4,2023,4/2023
_generativeai,2023-04-19,0.82471895,2,19,4,2023,4/2023
JamesMaguire,2023-04-19,0.5932646,2,19,4,2023,4/2023
alexharm,2023-04-19,0.8905965,2,19,4,2023,4/2023
ilkedemir,2023-04-19,0.8802457,2,19,4,2023,4/2023
Akash93892149,2023-04-19,0.94532454,2,19,4,2023,4/2023
c4chaos,2023-04-19,0.9173858,2,19,4,2023,4/2023
Lago72,2023-04-19,-0.13901603,2,19,4,2023,4/2023
Gentrafinc,2023-04-19,0.5145571,2,19,4,2023,4/2023
PolarBearby,2023-04-19,0.10969567,2,19,4,2023,4/2023
RouxInstitute,2023-04-19,0.6182401,2,19,4,2023,4/2023
PresentHannah,2023-04-19,0.9041517,2,19,4,2023,4/2023
mrlakix,2023-04-19,0.27027774,2,19,4,2023,4/2023
michelejmartin,2023-04-19,0.40517735,2,19,4,2023,4/2023
eickernews,2023-04-19,0.9399122,2,19,4,2023,4/2023
MSNKarthik,2023-04-19,0.64693415,2,19,4,2023,4/2023
Golemiker,2023-04-19,0.9017427,2,19,4,2023,4/2023
pmainardi,2023-04-19,0.45750368,2,19,4,2023,4/2023
Resoomer_,2023-04-19,0.9169512,2,19,4,2023,4/2023
loua42,2023-04-19,-0.3294841,2,19,4,2023,4/2023
RiskDataScience,2023-04-19,0.7319937,2,19,4,2023,4/2023
toggle_ai,2023-04-19,0.42993557,2,19,4,2023,4/2023
machinelearnflx,2023-04-19,-0.047495604,2,19,4,2023,4/2023
KapturMag,2023-04-19,0.8821156,2,18,4,2023,4/2023
AlexisGoncalves,2023-04-19,0.23579037,2,18,4,2023,4/2023
rzive,2023-04-19,0.6274905,2,18,4,2023,4/2023
FBD_Agency,2023-04-19,0.8488189,2,18,4,2023,4/2023
virtualkelvin,2023-04-19,0.5203328,2,18,4,2023,4/2023
eicker,2023-04-19,0.9306301,2,18,4,2023,4/2023
BrunaSchwerz,2023-04-19,0.93354774,2,18,4,2023,4/2023
PacablePrashant,2023-04-19,0.8111769,2,18,4,2023,4/2023
hyounpark,2023-04-19,0.4747131,2,18,4,2023,4/2023
BrandBillboard,2023-04-19,0.8850813,2,18,4,2023,4/2023
Avanade,2023-04-19,0.9242923,2,18,4,2023,4/2023
datasocietyco,2023-04-19,0.80916226,2,18,4,2023,4/2023
ankur_maker,2023-04-19,0.6049962,2,18,4,2023,4/2023
amolk,2023-04-19,0.3505565,2,18,4,2023,4/2023
jkriggins,2023-04-19,0.76681423,2,18,4,2023,4/2023
_nxmstagram,2023-04-19,0.8270093,2,18,4,2023,4/2023
TheRealestJim,2023-04-19,0.8665911,2,18,4,2023,4/2023
NvidiaBryon,2023-04-19,0.96392334,2,18,4,2023,4/2023
aiwizard_ai,2023-04-19,0.542595,2,18,4,2023,4/2023
sarbjeetjohal,2023-04-19,0.6130718,2,18,4,2023,4/2023
MainDirk,2023-04-19,0.60124505,2,18,4,2023,4/2023
sshunmuganathan,2023-04-19,0.7936163,2,18,4,2023,4/2023
sshunmuganathan,2023-04-19,0.8541639,2,18,4,2023,4/2023
alexa_nft,2023-04-19,0.666512,2,18,4,2023,4/2023
ShotstackAPI,2023-04-19,0.8919971,2,18,4,2023,4/2023
mredstone,2023-04-19,0.8452289,2,18,4,2023,4/2023
GSiVed,2023-04-19,0.82575357,2,18,4,2023,4/2023
KingWenclas,2023-04-19,0.51277006,2,18,4,2023,4/2023
hyounpark,2023-04-19,0.8035759,2,18,4,2023,4/2023
unrealpixels,2023-04-19,0.7650702,2,18,4,2023,4/2023
latentspace_,2023-04-19,0.7247491,2,18,4,2023,4/2023
geeksmacked,2023-04-19,0.91650176,2,18,4,2023,4/2023
nftfrix,2023-04-19,0.6247759,2,18,4,2023,4/2023
ViNay37bv,2023-04-19,-0.16700965,2,18,4,2023,4/2023
AyyEyeArt,2023-04-19,-0.65327895,2,18,4,2023,4/2023
GuidoKerkhof,2023-04-19,0.62242746,2,18,4,2023,4/2023
goJedaAi,2023-04-19,0.6221254,2,18,4,2023,4/2023
Persado,2023-04-19,-0.054617167,2,18,4,2023,4/2023
ArziARStudio,2023-04-19,0.7980304,2,18,4,2023,4/2023
ArziARStudio,2023-04-19,0.62379944,2,18,4,2023,4/2023
ArziARStudio,2023-04-19,-0.12651259,2,18,4,2023,4/2023
ArziARStudio,2023-04-19,0.8515912,2,18,4,2023,4/2023
ArziARStudio,2023-04-19,0.48226047,2,18,4,2023,4/2023
ArziARStudio,2023-04-19,0.97656727,2,18,4,2023,4/2023
DellServers,2023-04-19,0.95313406,2,18,4,2023,4/2023
stratorob,2023-04-19,-0.4998616,2,18,4,2023,4/2023
velosio,2023-04-19,0.12659204,2,18,4,2023,4/2023
AxiosHQ,2023-04-19,0.6641747,2,18,4,2023,4/2023
HumanTyphoon77,2023-04-19,0.61552763,2,17,4,2023,4/2023
bobodtech,2023-04-19,-0.34695613,2,17,4,2023,4/2023
w3Tucents,2023-04-19,0.7401717,2,17,4,2023,4/2023
generativeaicon,2023-04-19,0.8790581,2,17,4,2023,4/2023
mlsecops,2023-04-19,0.78281975,2,17,4,2023,4/2023
crypthop,2023-04-19,0.7284186,2,17,4,2023,4/2023
crypthopshop,2023-04-19,0.73046815,2,17,4,2023,4/2023
CentificGlobal,2023-04-19,0.7148721,2,17,4,2023,4/2023
bobodtech,2023-04-19,0.6590487,2,17,4,2023,4/2023
ColoLaw,2023-04-19,0.79643905,2,17,4,2023,4/2023
AnnieEissler,2023-04-19,0.8505986,2,17,4,2023,4/2023
MarkVenaTechGuy,2023-04-19,0.7307043,2,17,4,2023,4/2023
LanceEliot,2023-04-19,-0.3692569,2,17,4,2023,4/2023
technewsworld,2023-04-19,0.18379426,2,17,4,2023,4/2023
LanceEliot,2023-04-19,-0.30074805,2,17,4,2023,4/2023
DacorieS,2023-04-19,0.8804507,2,17,4,2023,4/2023
ArziARStudio,2023-04-19,0.91171074,2,17,4,2023,4/2023
Mobisphere,2023-04-19,-0.017585754,2,17,4,2023,4/2023
_nxmstagram,2023-04-19,0.95557404,2,17,4,2023,4/2023
_nxmstagram,2023-04-19,0.933648,2,17,4,2023,4/2023
johnwaynehill,2023-04-19,0.77331877,2,17,4,2023,4/2023
aisera_ai,2023-04-19,0.8096566,2,17,4,2023,4/2023
anithakotti,2023-04-19,0.9558321,2,17,4,2023,4/2023
KittyArtPhysics,2023-04-19,0.9315007,2,17,4,2023,4/2023
NorVonNode,2023-04-19,0.9222219,2,17,4,2023,4/2023
NotedNoOne,2023-04-19,0.98816144,2,17,4,2023,4/2023
247ai,2023-04-19,0.66388535,2,17,4,2023,4/2023
StuckonSW,2023-04-19,0.49769938,2,17,4,2023,4/2023
aiwizard_ai,2023-04-19,0.8602103,2,17,4,2023,4/2023
BobbyC10,2023-04-19,-0.11144519,2,17,4,2023,4/2023
ash79479954,2023-04-19,0.8427646,2,17,4,2023,4/2023
LuisAlb92109432,2023-04-19,0.8107101,2,17,4,2023,4/2023
bobodtech,2023-04-19,0.12424576,2,17,4,2023,4/2023
SzczepanBaran,2023-04-19,0.7067169,2,17,4,2023,4/2023
rtimoshenko,2023-04-19,-0.12347311,2,17,4,2023,4/2023
krisoccer,2023-04-19,0.5791192,2,17,4,2023,4/2023
Aminacypto,2023-04-19,0.64307535,2,17,4,2023,4/2023
BrianKAlbert,2023-04-19,0.87150216,2,17,4,2023,4/2023
smuoit,2023-04-19,0.57049465,2,17,4,2023,4/2023
Pragmatic_x,2023-04-19,0.6612159,2,17,4,2023,4/2023
Maketplans,2023-04-19,0.8997303,2,17,4,2023,4/2023
stratorob,2023-04-19,0.759495,2,17,4,2023,4/2023
kromeimagelabs,2023-04-19,0.7043123,2,17,4,2023,4/2023
IntelBusiness,2023-04-19,0.91163695,2,17,4,2023,4/2023
HeyGen_Official,2023-04-19,0.5082061,2,16,4,2023,4/2023
OmdiaHQ,2023-04-19,0.834041,2,16,4,2023,4/2023
MarcusTagesson,2023-04-19,0.6460532,2,16,4,2023,4/2023
DigCxO,2023-04-19,0.74656796,2,16,4,2023,4/2023
ppbto_pdea,2023-04-19,0.49251413,2,16,4,2023,4/2023
ShayDiner1,2023-04-19,0.7761624,2,16,4,2023,4/2023
stratorob,2023-04-19,0.8985826,2,16,4,2023,4/2023
ipfconline1,2023-04-19,0.6788502,2,16,4,2023,4/2023
copernicai,2023-04-19,0.47236872,2,16,4,2023,4/2023
MINDVERSE_AI,2023-04-19,0.68511975,2,16,4,2023,4/2023
stronganalytics,2023-04-19,0.92426205,2,16,4,2023,4/2023
mdashraf333,2023-04-19,0.8574964,2,16,4,2023,4/2023
Integrity_Inst,2023-04-19,0.78840125,2,16,4,2023,4/2023
newsbridge_io,2023-04-19,0.9160415,2,16,4,2023,4/2023
HeyGen_Official,2023-04-19,0.95779836,2,16,4,2023,4/2023
AI_Newss,2023-04-19,0.83879817,2,16,4,2023,4/2023
anthonyhadfiel7,2023-04-19,-0.19590509,2,16,4,2023,4/2023
joe_agiato,2023-04-19,0.7447674,2,16,4,2023,4/2023
stratorob,2023-04-19,0.842649,2,16,4,2023,4/2023
anthonyhadfiel7,2023-04-19,0.034232736,2,16,4,2023,4/2023
zzitne,2023-04-19,0.9751488,2,16,4,2023,4/2023
diffusionbot,2023-04-19,0.86781824,2,16,4,2023,4/2023
cuwyl,2023-04-19,0.26944113,2,16,4,2023,4/2023
intelligentHQ,2023-04-19,0.97329843,2,16,4,2023,4/2023
HumanTyphoon77,2023-04-19,0.88220704,2,16,4,2023,4/2023
intelligentHQ,2023-04-19,0.8309156,2,16,4,2023,4/2023
RealSalesAdvice,2023-04-19,-0.66593194,2,16,4,2023,4/2023
tradersdna,2023-04-19,0.87556183,2,16,4,2023,4/2023
HedgeThink,2023-04-19,0.7745795,2,16,4,2023,4/2023
diffusionbot,2023-04-19,0.8356137,2,16,4,2023,4/2023
openbusinesshq,2023-04-19,0.8466861,2,16,4,2023,4/2023
qlik,2023-04-19,0.55318904,2,16,4,2023,4/2023
rakint,2023-04-19,-0.023554742,2,16,4,2023,4/2023
anthonyhadfiel7,2023-04-19,0.34146714,2,16,4,2023,4/2023
jrdothoughts,2023-04-19,0.8813604,2,16,4,2023,4/2023
SteenDoesTech,2023-04-19,0.607195,2,16,4,2023,4/2023
erikblakkestad,2023-04-19,0.9729812,2,16,4,2023,4/2023
aiwizard_ai,2023-04-19,0.38732886,2,16,4,2023,4/2023
TheStoryThai,2023-04-19,0.8593358,2,16,4,2023,4/2023
RealBWilkinson,2023-04-19,0.9468137,2,16,4,2023,4/2023
PartnershipAI,2023-04-19,0.43973982,2,16,4,2023,4/2023
bimedotcom,2023-04-19,-0.17827141,2,16,4,2023,4/2023
VRLalchand,2023-04-19,-0.003454864,2,16,4,2023,4/2023
bcgx_,2023-04-19,0.9429201,2,16,4,2023,4/2023
akash_nocode,2023-04-19,0.19720876,2,16,4,2023,4/2023
cresta,2023-04-19,0.952796,2,16,4,2023,4/2023
madjoystudio,2023-04-19,0.81907225,2,16,4,2023,4/2023
nftfrix,2023-04-19,0.7639346,2,16,4,2023,4/2023
StephenGoforth,2023-04-19,0.04730928,2,16,4,2023,4/2023
anthonyhadfiel7,2023-04-19,0.6169901,2,16,4,2023,4/2023
TGDRT,2023-04-19,0.7753612,2,16,4,2023,4/2023
aiandroed,2023-04-19,0.85281825,2,16,4,2023,4/2023
Chanduu1617,2023-04-19,0.15755808,2,16,4,2023,4/2023
GOGPodcast,2023-04-19,-0.33681345,2,16,4,2023,4/2023
lotfinejad,2023-04-19,0.98482203,2,16,4,2023,4/2023
_EXIGENT,2023-04-19,-0.34588188,2,16,4,2023,4/2023
gravitasai,2023-04-19,0.4818325,2,16,4,2023,4/2023
1AccordTech,2023-04-19,-0.3259347,2,16,4,2023,4/2023
jholt_fl,2023-04-19,-0.3560549,2,16,4,2023,4/2023
anthonyhadfiel7,2023-04-19,0.4421742,2,16,4,2023,4/2023
PeakTech_Ohio,2023-04-19,-0.38095397,2,16,4,2023,4/2023
NEBuMAX,2023-04-19,-0.37199646,2,16,4,2023,4/2023
CorpCU,2023-04-19,0.71359134,2,16,4,2023,4/2023
LizanneKiel,2023-04-19,0.81058407,2,16,4,2023,4/2023
ThoSinning,2023-04-19,0.32672322,2,15,4,2023,4/2023
gemstooneii,2023-04-19,0.062359452,2,15,4,2023,4/2023
NiceSioc_VA,2023-04-19,0.6316438,2,15,4,2023,4/2023
ajankelo,2023-04-19,0.69990015,2,15,4,2023,4/2023
anthonyhadfiel7,2023-04-19,-0.2854182,2,15,4,2023,4/2023
KyleMorse,2023-04-19,0.46834242,2,15,4,2023,4/2023
Ginsburg,2023-04-19,0.5730612,2,15,4,2023,4/2023
daiviq_ai,2023-04-19,0.95106363,2,15,4,2023,4/2023
Ceetar,2023-04-19,0.92389095,2,15,4,2023,4/2023
VaughanTA,2023-04-19,0.8874965,2,15,4,2023,4/2023
MWillemink,2023-04-19,0.6440768,2,15,4,2023,4/2023
deantak,2023-04-19,0.66499937,2,15,4,2023,4/2023
codeastar,2023-04-19,0.103502154,2,15,4,2023,4/2023
enricomolinari,2023-04-19,0.018813372,2,15,4,2023,4/2023
harsh88shah,2023-04-19,0.9177972,2,15,4,2023,4/2023
Simranj57588571,2023-04-19,-0.4205531,2,15,4,2023,4/2023
dturchin,2023-04-19,0.75034666,2,15,4,2023,4/2023
mztwo,2023-04-19,0.10674977,2,15,4,2023,4/2023
gingerliu,2023-04-19,0.76348853,2,15,4,2023,4/2023
SpeechEasyApp,2023-04-19,0.9148139,2,15,4,2023,4/2023
jasonvestri,2023-04-19,0.5940378,2,15,4,2023,4/2023
JCKalvin,2023-04-19,0.4993801,2,15,4,2023,4/2023
ConcurrencyInc,2023-04-19,0.8313829,2,15,4,2023,4/2023
MindMachinesAi,2023-04-19,0.4873532,2,15,4,2023,4/2023
Cheinemann_SB,2023-04-19,0.8968921,2,15,4,2023,4/2023
_nxmstagram,2023-04-19,0.68680656,2,15,4,2023,4/2023
bobodtech,2023-04-19,0.44681132,2,15,4,2023,4/2023
MagdaAbuFadil,2023-04-19,0.29144096,2,15,4,2023,4/2023
d_mattig,2023-04-19,0.46565926,2,15,4,2023,4/2023
cuwyl,2023-04-19,0.7351091,2,15,4,2023,4/2023
cuwyl,2023-04-19,0.7702131,2,15,4,2023,4/2023
cuwyl,2023-04-19,0.739298,2,15,4,2023,4/2023
cuwyl,2023-04-19,0.88694215,2,15,4,2023,4/2023
MoshehP,2023-04-19,0.85560286,2,15,4,2023,4/2023
TechCenturyNews,2023-04-19,0.72699344,2,15,4,2023,4/2023
bobodtech,2023-04-19,0.79546154,2,15,4,2023,4/2023
JustDIYdotME,2023-04-19,0.78982496,2,15,4,2023,4/2023
TechCenturyNews,2023-04-19,0.83312213,2,15,4,2023,4/2023
FloydInnovation,2023-04-19,0.9191147,2,15,4,2023,4/2023
enricomolinari,2023-04-19,-0.5944196,2,15,4,2023,4/2023
aimifm,2023-04-19,0.7592249,2,15,4,2023,4/2023
globaliqx,2023-04-19,0.55065835,2,15,4,2023,4/2023
vodkabullaries,2023-04-19,0.61982334,2,15,4,2023,4/2023
MdRehan05,2023-04-19,0.997334,2,15,4,2023,4/2023
aiwizard_ai,2023-04-19,0.8442776,2,15,4,2023,4/2023
DataSciSalon,2023-04-19,0.45634425,2,15,4,2023,4/2023
whimchic,2023-04-19,0.9697658,2,15,4,2023,4/2023
SherrieCR,2023-04-19,0.88564336,2,15,4,2023,4/2023
nyutandon,2023-04-19,0.7650211,2,15,4,2023,4/2023
unrealpixels,2023-04-19,0.5614464,2,15,4,2023,4/2023
matsutakehideki,2023-04-19,0.024879336,2,15,4,2023,4/2023
TechCenturyNews,2023-04-19,0.07743859,2,15,4,2023,4/2023
AskSkippet,2023-04-19,0.2751522,2,15,4,2023,4/2023
TechCenturyNews,2023-04-19,0.2877928,2,15,4,2023,4/2023
jetrockets_com,2023-04-19,-0.121323705,2,15,4,2023,4/2023
Aminacypto,2023-04-19,0.66723764,2,15,4,2023,4/2023
AmesiteInc,2023-04-19,-0.10534638,2,15,4,2023,4/2023
KubiyaDevOps,2023-04-19,0.9151163,2,15,4,2023,4/2023
talendor_io,2023-04-19,-0.50936127,2,15,4,2023,4/2023
RAlexJimenez,2023-04-19,0.19747615,2,15,4,2023,4/2023
techUK,2023-04-19,0.6529932,2,15,4,2023,4/2023
lablabai,2023-04-19,0.8010267,2,14,4,2023,4/2023
CaptainBlackNFT,2023-04-19,0.14305472,2,14,4,2023,4/2023
thepushkarp,2023-04-19,0.2424016,2,14,4,2023,4/2023
kikogirbes_art,2023-04-19,0.288468,2,14,4,2023,4/2023
AlanMuttonUK,2023-04-19,0.8846302,2,14,4,2023,4/2023
fklivestolearn,2023-04-19,0.81819105,2,14,4,2023,4/2023
FBD_Agency,2023-04-19,0.8450726,2,14,4,2023,4/2023
BitcoinUKmedia,2023-04-19,0.7343929,2,14,4,2023,4/2023
Capricorn_Game,2023-04-19,-0.23571962,2,14,4,2023,4/2023
SpirosMargaris,2023-04-19,-0.03969997,2,14,4,2023,4/2023
robhof,2023-04-19,0.759755,2,14,4,2023,4/2023
HyperscienceAI,2023-04-19,0.5441495,2,14,4,2023,4/2023
robhof,2023-04-19,0.8986838,2,14,4,2023,4/2023
AI_4_Healthcare,2023-04-19,0.83345985,2,14,4,2023,4/2023
retr0metr0,2023-04-19,0.7545519,2,14,4,2023,4/2023
StudioReith,2023-04-19,0.76322603,2,14,4,2023,4/2023
c4chaos,2023-04-19,0.50922656,2,14,4,2023,4/2023
chatbotfriends,2023-04-19,0.49459755,2,14,4,2023,4/2023
MStrafinger,2023-04-19,0.9999409,2,14,4,2023,4/2023
VijayYelakanti,2023-04-19,0.86850655,2,14,4,2023,4/2023
iamAible,2023-04-19,0.5450479,2,14,4,2023,4/2023
sylrider,2023-04-19,0.84530663,2,14,4,2023,4/2023
Popopo_popp,2023-04-19,0.90840757,2,14,4,2023,4/2023
DrMattCrowson,2023-04-19,0.5316131,2,14,4,2023,4/2023
aneesmerchant,2023-04-19,0.24919605,2,14,4,2023,4/2023
terajiv,2023-04-19,0.75428617,2,14,4,2023,4/2023
futurebec,2023-04-19,0.8636371,2,14,4,2023,4/2023
QS2Point,2023-04-19,0.17247784,2,14,4,2023,4/2023
ParisFinForum,2023-04-19,-0.37654358,2,14,4,2023,4/2023
ranadevrat,2023-04-19,0.043524742,2,14,4,2023,4/2023
TricascadeT,2023-04-19,0.47826707,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.57346964,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.33559394,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.5935924,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.043566465,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.8131311,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.6531222,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.73534966,2,14,4,2023,4/2023
cuwyl,2023-04-19,-0.055206,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.4997611,2,14,4,2023,4/2023
cuwyl,2023-04-19,0.6768681,2,14,4,2023,4/2023
charactr_,2023-04-19,-0.092309654,2,14,4,2023,4/2023
kapn_kaos,2023-04-19,0.35360956,2,14,4,2023,4/2023
macdonnaldtm,2023-04-19,0.45880032,2,14,4,2023,4/2023
techUK,2023-04-19,0.62026286,2,14,4,2023,4/2023
vanessabramirez,2023-04-19,0.4210117,2,14,4,2023,4/2023
ijiwei_com,2023-04-19,-0.04098785,2,14,4,2023,4/2023
HappeningAI,2023-04-19,0.6497613,2,14,4,2023,4/2023
TT_Infra,2023-04-19,0.90831864,2,14,4,2023,4/2023
aiwizard_ai,2023-04-19,0.77657056,2,14,4,2023,4/2023
iamsalpeer,2023-04-19,0.9186671,2,14,4,2023,4/2023
BalssamSaleh,2023-04-19,0.78489304,2,14,4,2023,4/2023
TechMindsetAfri,2023-04-19,0.6674223,2,14,4,2023,4/2023
nftfrix,2023-04-19,0.46797287,2,14,4,2023,4/2023
BiopharmaTrend,2023-04-19,0.43911862,2,14,4,2023,4/2023
MariaWhiteLive,2023-04-19,0.7590159,2,14,4,2023,4/2023
AceEYE57,2023-04-19,0.77997494,2,14,4,2023,4/2023
cheray,2023-04-19,-0.23707873,2,14,4,2023,4/2023
scottwrodgers,2023-04-19,0.6802616,2,14,4,2023,4/2023
alok_nayak,2023-04-19,0.79118776,2,14,4,2023,4/2023
HeatherLandi,2023-04-19,0.09549928,2,14,4,2023,4/2023
StateDept_IRM,2023-04-19,0.12835431,2,14,4,2023,4/2023
RuudvdKlugt,2023-04-19,0.8475238,2,14,4,2023,4/2023
SalesforceNews,2023-04-19,0.9626262,2,14,4,2023,4/2023
thamsuppp,2023-04-19,0.67219436,2,14,4,2023,4/2023
tmarysuma,2023-04-19,0.8577037,2,14,4,2023,4/2023
RAlexJimenez,2023-04-19,-0.46761197,2,14,4,2023,4/2023
TDKTechnologies,2023-04-19,0.15323389,2,13,4,2023,4/2023
WomenDotnet,2023-04-19,0.5998893,2,13,4,2023,4/2023
VshwasBajaj,2023-04-19,0.82613826,2,13,4,2023,4/2023
mrillig,2023-04-19,0.17711997,2,13,4,2023,4/2023
drfzs,2023-04-19,0.791113,2,13,4,2023,4/2023
HenryAjder,2023-04-19,-0.03094703,2,13,4,2023,4/2023
daiviq_ai,2023-04-19,0.9608576,2,13,4,2023,4/2023
slicedbrand,2023-04-19,0.90914273,2,13,4,2023,4/2023
sachinvats,2023-04-19,0.8584899,2,13,4,2023,4/2023
laphalenelibre,2023-04-19,0.834154,2,13,4,2023,4/2023
sachinvats,2023-04-19,0.6899148,2,13,4,2023,4/2023
PaddySweeney01,2023-04-19,0.8914937,2,13,4,2023,4/2023
sachinvats,2023-04-19,0.36765993,2,13,4,2023,4/2023
sammymethodsav,2023-04-19,0.9634818,2,13,4,2023,4/2023
Radio_poodle,2023-04-19,-0.29794466,2,13,4,2023,4/2023
DomainNamesAI,2023-04-19,0.79319286,2,13,4,2023,4/2023
GanWeaving,2023-04-19,0.9491478,2,13,4,2023,4/2023
NeuronPanda,2023-04-19,0.35388136,2,13,4,2023,4/2023
iamsalpeer,2023-04-19,0.8749443,2,13,4,2023,4/2023
alexpreefer,2023-04-19,0.9281087,2,13,4,2023,4/2023
MobilizeNet,2023-04-19,0.7504102,2,13,4,2023,4/2023
ddskier,2023-04-19,0.7408428,2,13,4,2023,4/2023
anthonyhadfiel7,2023-04-19,0.32220483,2,13,4,2023,4/2023
DomainNamesAI,2023-04-19,0.9149476,2,13,4,2023,4/2023
